incident_id,timestamp,service,region,severity,metric_type,metric_value,description,action_taken,resolution_time_minutes
I03893,12-06-2026 04:00,Payment,East,Low,Memory,408.47,Auto generated incident log,Optimized queries,76
I03894,12-06-2026 05:00,Billing,South,Critical,CPU,104.81,Auto generated incident log,Optimized queries,69
I03895,12-06-2026 06:00,Search,North,Low,Memory,763.45,Auto generated incident log,Optimized queries,13
I03896,12-06-2026 07:00,Payment,East,Low,ErrorRate,134.93,Auto generated incident log,Scaled up instances,24
I03897,12-06-2026 08:00,Billing,North,Medium,Memory,48.6,Auto generated incident log,Scaled up instances,6
I03898,12-06-2026 09:00,Search,West,High,Throughput,675.48,Auto generated incident log,Restarted service,77
I03899,12-06-2026 10:00,Auth,South,Medium,Throughput,232.1,Auto generated incident log,Restarted service,86
I03900,12-06-2026 11:00,Search,East,Low,Memory,446.92,Auto generated incident log,Scaled up instances,41
I03901,12-06-2026 12:00,Billing,South,Low,Throughput,511.91,Auto generated incident log,Restarted service,55
I03902,12-06-2026 13:00,Auth,North,Low,CPU,301.96,Auto generated incident log,Increased cache,72
I03903,12-06-2026 14:00,Auth,West,Low,CPU,894.18,Auto generated incident log,Restarted service,32
I03904,12-06-2026 15:00,Search,North,Critical,ErrorRate,266.69,Auto generated incident log,Rolled back deployment,104
I03905,12-06-2026 16:00,Payment,West,High,Throughput,157.51,Auto generated incident log,Increased cache,119
I03906,12-06-2026 17:00,Orders,South,Medium,CPU,319.15,Auto generated incident log,Optimized queries,107
I03907,12-06-2026 18:00,Search,North,Low,ErrorRate,265.16,Auto generated incident log,Optimized queries,51
I03908,12-06-2026 19:00,Payment,East,Low,Latency,865.64,Auto generated incident log,Increased cache,7
I03909,12-06-2026 20:00,Orders,East,Low,ErrorRate,948.64,Auto generated incident log,Optimized queries,111
I03910,12-06-2026 21:00,Payment,North,High,CPU,465.39,Auto generated incident log,Optimized queries,31
I03911,12-06-2026 22:00,Auth,North,High,Latency,521.19,Auto generated incident log,Restarted service,46
I03912,12-06-2026 23:00,Payment,North,Low,ErrorRate,163.73,Auto generated incident log,Scaled up instances,26
I03913,13-06-2026 00:00,Auth,West,Low,Throughput,379.2,Auto generated incident log,Scaled up instances,48
I03914,13-06-2026 01:00,Auth,West,Low,Throughput,397.58,Auto generated incident log,Optimized queries,35
I03915,13-06-2026 02:00,Payment,West,High,Latency,676.51,Auto generated incident log,Restarted service,49
I03916,13-06-2026 03:00,Auth,South,Low,Latency,629.89,Auto generated incident log,Scaled up instances,12
I03917,13-06-2026 04:00,Payment,South,Low,ErrorRate,507.38,Auto generated incident log,Increased cache,34
I03918,13-06-2026 05:00,Search,East,High,ErrorRate,486.98,Auto generated incident log,Restarted service,14
I03919,13-06-2026 06:00,Billing,East,Critical,CPU,756.78,Auto generated incident log,Increased cache,75
I03920,13-06-2026 07:00,Search,East,Medium,ErrorRate,72.06,Auto generated incident log,Restarted service,43
I03921,13-06-2026 08:00,Billing,East,Medium,Throughput,820.6,Auto generated incident log,Restarted service,69
I03922,13-06-2026 09:00,Orders,East,Low,Latency,997.24,Auto generated incident log,Restarted service,52
I03923,13-06-2026 10:00,Billing,West,Medium,Memory,993.9,Auto generated incident log,Scaled up instances,98
I03924,13-06-2026 11:00,Orders,West,Medium,Latency,72.38,Auto generated incident log,Restarted service,40
I03925,13-06-2026 12:00,Search,West,Low,Latency,52.71,Auto generated incident log,Rolled back deployment,29
I03926,13-06-2026 13:00,Search,West,High,Memory,728.89,Auto generated incident log,Restarted service,87
I03927,13-06-2026 14:00,Billing,East,Critical,CPU,761.06,Auto generated incident log,Rolled back deployment,85
I03928,13-06-2026 15:00,Billing,West,Medium,CPU,645.04,Auto generated incident log,Increased cache,95
I03929,13-06-2026 16:00,Search,West,Medium,ErrorRate,109.82,Auto generated incident log,Rolled back deployment,97
I03930,13-06-2026 17:00,Billing,North,Medium,Memory,412.67,Auto generated incident log,Scaled up instances,15
I03931,13-06-2026 18:00,Search,South,High,Latency,285.41,Auto generated incident log,Rolled back deployment,6
I03932,13-06-2026 19:00,Billing,South,Medium,CPU,974.98,Auto generated incident log,Restarted service,49
I03933,13-06-2026 20:00,Orders,West,Medium,Memory,479.7,Auto generated incident log,Increased cache,109
I03934,13-06-2026 21:00,Search,North,Low,CPU,849.01,Auto generated incident log,Rolled back deployment,17
I03935,13-06-2026 22:00,Payment,West,Low,CPU,623.28,Auto generated incident log,Rolled back deployment,25
I03936,13-06-2026 23:00,Orders,South,High,ErrorRate,892.42,Auto generated incident log,Restarted service,27
I03937,14-06-2026 00:00,Billing,South,High,Throughput,97.25,Auto generated incident log,Restarted service,110
I03938,14-06-2026 01:00,Search,South,Critical,Memory,486.23,Auto generated incident log,Scaled up instances,82
I03939,14-06-2026 02:00,Orders,North,Low,ErrorRate,189.8,Auto generated incident log,Optimized queries,63
I03940,14-06-2026 03:00,Auth,North,Medium,CPU,394.79,Auto generated incident log,Optimized queries,6
I03941,14-06-2026 04:00,Billing,South,Medium,CPU,69.38,Auto generated incident log,Rolled back deployment,5
I03942,14-06-2026 05:00,Search,West,Low,Throughput,293.15,Auto generated incident log,Increased cache,82
I03943,14-06-2026 06:00,Auth,West,High,Memory,399.95,Auto generated incident log,Increased cache,92
I03944,14-06-2026 07:00,Search,South,Medium,Memory,925.72,Auto generated incident log,Restarted service,27
I03945,14-06-2026 08:00,Orders,South,Medium,Throughput,408.41,Auto generated incident log,Increased cache,93
I03946,14-06-2026 09:00,Billing,South,High,ErrorRate,4.94,Auto generated incident log,Increased cache,117
I03947,14-06-2026 10:00,Search,West,Medium,Throughput,114.44,Auto generated incident log,Increased cache,18
I03948,14-06-2026 11:00,Auth,North,High,CPU,522.07,Auto generated incident log,Restarted service,43
I03949,14-06-2026 12:00,Auth,East,Low,ErrorRate,830.94,Auto generated incident log,Restarted service,41
I03950,14-06-2026 13:00,Payment,North,High,ErrorRate,436.27,Auto generated incident log,Restarted service,30
I03951,14-06-2026 14:00,Orders,South,Low,CPU,968.32,Auto generated incident log,Optimized queries,98
I03952,14-06-2026 15:00,Billing,East,High,ErrorRate,71.83,Auto generated incident log,Increased cache,28
I03953,14-06-2026 16:00,Search,East,Medium,Throughput,173.26,Auto generated incident log,Rolled back deployment,97
I03954,14-06-2026 17:00,Billing,West,Critical,Latency,163.81,Auto generated incident log,Restarted service,47
I03955,14-06-2026 18:00,Billing,West,Medium,Memory,808.88,Auto generated incident log,Optimized queries,117
I03956,14-06-2026 19:00,Search,West,High,ErrorRate,689.49,Auto generated incident log,Optimized queries,43
I03957,14-06-2026 20:00,Payment,South,Low,ErrorRate,995.32,Auto generated incident log,Scaled up instances,81
I03958,14-06-2026 21:00,Billing,North,High,ErrorRate,799.52,Auto generated incident log,Rolled back deployment,24
I03959,14-06-2026 22:00,Orders,East,Low,ErrorRate,453,Auto generated incident log,Optimized queries,54
I03960,14-06-2026 23:00,Auth,South,Medium,ErrorRate,39.06,Auto generated incident log,Scaled up instances,99
I03961,15-06-2026 00:00,Search,East,High,Memory,1.59,Auto generated incident log,Optimized queries,119
I03962,15-06-2026 01:00,Search,South,High,Latency,658.06,Auto generated incident log,Optimized queries,115
I03963,15-06-2026 02:00,Orders,South,Low,CPU,693.47,Auto generated incident log,Scaled up instances,57
I03964,15-06-2026 03:00,Payment,North,Medium,Latency,830.41,Auto generated incident log,Optimized queries,110
I03965,15-06-2026 04:00,Orders,East,Medium,CPU,619.32,Auto generated incident log,Rolled back deployment,16
I03966,15-06-2026 05:00,Auth,South,Medium,Throughput,436.83,Auto generated incident log,Increased cache,62
I03967,15-06-2026 06:00,Orders,North,Low,Latency,226.74,Auto generated incident log,Optimized queries,81
I03968,15-06-2026 07:00,Payment,East,Low,Latency,996.91,Auto generated incident log,Optimized queries,25
I03969,15-06-2026 08:00,Search,West,Low,CPU,344.91,Auto generated incident log,Optimized queries,26
I03970,15-06-2026 09:00,Billing,West,Low,CPU,517.6,Auto generated incident log,Scaled up instances,46
I03971,15-06-2026 10:00,Auth,West,Medium,ErrorRate,676.3,Auto generated incident log,Rolled back deployment,63
I03972,15-06-2026 11:00,Payment,North,Low,Memory,928.44,Auto generated incident log,Restarted service,117
I03973,15-06-2026 12:00,Orders,North,Medium,Latency,926.23,Auto generated incident log,Rolled back deployment,64
I03974,15-06-2026 13:00,Payment,East,Low,Latency,499.91,Auto generated incident log,Scaled up instances,56
I03975,15-06-2026 14:00,Billing,South,Low,Memory,162.09,Auto generated incident log,Rolled back deployment,95
I03976,15-06-2026 15:00,Payment,North,Low,Throughput,631.06,Auto generated incident log,Scaled up instances,26
I03977,15-06-2026 16:00,Search,East,Low,CPU,821.97,Auto generated incident log,Increased cache,12
I03978,15-06-2026 17:00,Auth,East,Medium,Latency,792.08,Auto generated incident log,Increased cache,70
I03979,15-06-2026 18:00,Orders,South,Low,Memory,303.89,Auto generated incident log,Rolled back deployment,80
I03980,15-06-2026 19:00,Billing,East,Medium,ErrorRate,382.61,Auto generated incident log,Increased cache,32
I03981,15-06-2026 20:00,Orders,North,Low,CPU,938.97,Auto generated incident log,Optimized queries,67
I03982,15-06-2026 21:00,Payment,East,Low,CPU,285.17,Auto generated incident log,Restarted service,55
I03983,15-06-2026 22:00,Orders,East,Medium,Memory,825.5,Auto generated incident log,Increased cache,42
I03984,15-06-2026 23:00,Billing,South,Low,ErrorRate,93.62,Auto generated incident log,Restarted service,42
I03985,16-06-2026 00:00,Search,East,Medium,Latency,291.54,Auto generated incident log,Optimized queries,35
I03986,16-06-2026 01:00,Billing,East,Low,CPU,67.24,Auto generated incident log,Restarted service,5
I03987,16-06-2026 02:00,Auth,West,Low,Latency,398.63,Auto generated incident log,Optimized queries,79
I03988,16-06-2026 03:00,Orders,South,High,CPU,538.8,Auto generated incident log,Rolled back deployment,53
I03989,16-06-2026 04:00,Auth,East,Low,CPU,110.11,Auto generated incident log,Restarted service,86
I03990,16-06-2026 05:00,Auth,East,Low,Memory,402.49,Auto generated incident log,Scaled up instances,106
I03991,16-06-2026 06:00,Search,North,High,Throughput,786.02,Auto generated incident log,Optimized queries,16
I03992,16-06-2026 07:00,Auth,West,High,CPU,768.46,Auto generated incident log,Rolled back deployment,71
I03993,16-06-2026 08:00,Billing,West,Medium,Throughput,347.14,Auto generated incident log,Increased cache,115
I03994,16-06-2026 09:00,Orders,West,Low,ErrorRate,109.31,Auto generated incident log,Optimized queries,58
I03995,16-06-2026 10:00,Orders,North,Medium,CPU,71.78,Auto generated incident log,Restarted service,40
I03996,16-06-2026 11:00,Auth,East,Medium,Latency,452.04,Auto generated incident log,Rolled back deployment,46
I03997,16-06-2026 12:00,Payment,West,High,ErrorRate,662.29,Auto generated incident log,Increased cache,6
I03998,16-06-2026 13:00,Payment,East,Low,Latency,7.04,Auto generated incident log,Increased cache,5
I03999,16-06-2026 14:00,Orders,East,Low,Memory,722.72,Auto generated incident log,Increased cache,29
I04000,16-06-2026 15:00,Auth,North,Medium,Memory,869.16,Auto generated incident log,Restarted service,106
I04001,16-06-2026 16:00,Payment,North,Critical,Throughput,271.58,Auto generated incident log,Scaled up instances,88
I04002,16-06-2026 17:00,Auth,West,Medium,Throughput,673.77,Auto generated incident log,Restarted service,63
I04003,16-06-2026 18:00,Auth,West,High,Latency,984.23,Auto generated incident log,Optimized queries,97
I04004,16-06-2026 19:00,Orders,West,High,Throughput,154.24,Auto generated incident log,Optimized queries,22
I04005,16-06-2026 20:00,Billing,South,High,Latency,811.32,Auto generated incident log,Rolled back deployment,6
I04006,16-06-2026 21:00,Auth,West,Low,Memory,652.96,Auto generated incident log,Rolled back deployment,42
I04007,16-06-2026 22:00,Auth,North,Low,CPU,313.7,Auto generated incident log,Optimized queries,11
I04008,16-06-2026 23:00,Billing,North,Low,Latency,449.97,Auto generated incident log,Scaled up instances,100
I04009,17-06-2026 00:00,Search,South,High,ErrorRate,465.52,Auto generated incident log,Rolled back deployment,34
I04010,17-06-2026 01:00,Auth,East,Medium,Memory,694.72,Auto generated incident log,Increased cache,106
I04011,17-06-2026 02:00,Search,West,High,Throughput,910.18,Auto generated incident log,Rolled back deployment,18
I04012,17-06-2026 03:00,Auth,West,High,Latency,176.58,Auto generated incident log,Optimized queries,26
I04013,17-06-2026 04:00,Orders,East,High,Latency,865.33,Auto generated incident log,Optimized queries,111
I04014,17-06-2026 05:00,Payment,East,Low,CPU,844.59,Auto generated incident log,Rolled back deployment,38
I04015,17-06-2026 06:00,Search,East,Medium,Memory,746.86,Auto generated incident log,Rolled back deployment,112
I04016,17-06-2026 07:00,Orders,East,Medium,CPU,865.98,Auto generated incident log,Optimized queries,119
I04017,17-06-2026 08:00,Auth,North,High,Latency,731.97,Auto generated incident log,Increased cache,92
I04018,17-06-2026 09:00,Search,West,Medium,ErrorRate,249.5,Auto generated incident log,Optimized queries,11
I04019,17-06-2026 10:00,Auth,North,Low,Latency,335.61,Auto generated incident log,Rolled back deployment,13
I04020,17-06-2026 11:00,Payment,East,Critical,Throughput,269.58,Auto generated incident log,Increased cache,8
I04021,17-06-2026 12:00,Orders,North,Low,Memory,806.24,Auto generated incident log,Scaled up instances,79
I04022,17-06-2026 13:00,Auth,West,Low,Throughput,486.38,Auto generated incident log,Scaled up instances,103
I04023,17-06-2026 14:00,Search,South,Medium,Latency,417.43,Auto generated incident log,Increased cache,6
I04024,17-06-2026 15:00,Orders,North,High,Latency,137.83,Auto generated incident log,Scaled up instances,68
I04025,17-06-2026 16:00,Payment,South,Medium,Throughput,62.84,Auto generated incident log,Restarted service,107
I04026,17-06-2026 17:00,Billing,West,High,ErrorRate,916.16,Auto generated incident log,Rolled back deployment,80
I04027,17-06-2026 18:00,Billing,North,Low,ErrorRate,903.33,Auto generated incident log,Optimized queries,14
I04028,17-06-2026 19:00,Orders,West,Low,Memory,548.85,Auto generated incident log,Scaled up instances,74
I04029,17-06-2026 20:00,Billing,East,Medium,ErrorRate,974,Auto generated incident log,Optimized queries,97
I04030,17-06-2026 21:00,Payment,South,Low,Memory,761.58,Auto generated incident log,Rolled back deployment,67
I04031,17-06-2026 22:00,Auth,West,Medium,ErrorRate,931.73,Auto generated incident log,Increased cache,29
I04032,17-06-2026 23:00,Payment,West,Low,Throughput,108.71,Auto generated incident log,Scaled up instances,113
I04033,18-06-2026 00:00,Billing,West,Critical,CPU,820.19,Auto generated incident log,Rolled back deployment,95
I04034,18-06-2026 01:00,Auth,West,Medium,Latency,684.11,Auto generated incident log,Optimized queries,97
I04035,18-06-2026 02:00,Auth,West,Medium,Latency,680.99,Auto generated incident log,Restarted service,80
I04036,18-06-2026 03:00,Billing,West,Medium,Memory,789.22,Auto generated incident log,Increased cache,17
I04037,18-06-2026 04:00,Orders,South,Medium,Throughput,46.82,Auto generated incident log,Optimized queries,96
I04038,18-06-2026 05:00,Auth,South,High,Latency,111.38,Auto generated incident log,Restarted service,46
I04039,18-06-2026 06:00,Payment,North,Medium,CPU,848.51,Auto generated incident log,Optimized queries,19
I04040,18-06-2026 07:00,Billing,South,Medium,ErrorRate,497.19,Auto generated incident log,Scaled up instances,59
I04041,18-06-2026 08:00,Auth,North,Medium,Latency,148.65,Auto generated incident log,Restarted service,51
